brand,model,car_condition,fuel,age,kiowatt,transmission,miles,color,doors,pogon,leather,navigation,alarm,alu_rims,digital_climate,manual_climate,parking_sensors,xenon,remote_unlock,el_r_mirror,seat_heat,panorama_roof,tempomat,abs,esp,asr,price
renault,clio model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,three,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,9000-10500
renault,clio model,Polovan,Dizel,l3,65-75,Manuelni,l4,srebrena,three,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,9000-10500
kia,ceed model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,three,2 x 2,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,9000-10500
mercedes-benz,c model,Polovan,Dizel,l6,85-95,Manuelni,l4,siva,five,2 x 2,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,9000-10500
opel,zafira model,Polovan,Dizel,l4,75-85,Manuelni,l5,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,9000-10500
audi,a3 model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,three,2 x 2,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,9000-10500
volkswagen,polo model,Polovan,Dizel,l4,55-65,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
renault,clio model,Polovan,Dizel,l3,55-65,Manuelni,l4,bijela,three,2 x 2,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,9000-10500
volkswagen,passat model,Polovan,Dizel,l5,65-75,Manuelni,l4,crna,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,9000-10500
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,no,no,9000-10500
renault,clio model,Polovan,Dizel,l3,65-75,Manuelni,l3,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,9000-10500
volkswagen,touran model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
renault,clio model,Polovan,Dizel,l3,55-65,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,9000-10500
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l5,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
ford,focus-c-max model,Polovan,Dizel,l3,75-85,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,9000-10500
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l3,bijela,three,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,9000-10500
volkswagen,passat model,Polovan,Dizel,l4,65-75,Manuelni,l5,siva,five,2 x 2,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,9000-10500
renault,clio model,Polovan,Dizel,l3,65-75,Manuelni,l3,srebrena,three,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,9000-10500
volkswagen,golf5 model,Polovan,Dizel,l5,75-85,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
ford,galaxi model,Polovan,Dizel,l5,85-95,Manuelni,l5,siva,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,9000-10500
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,9000-10500
skoda,fabia model,Polovan,Dizel,l3,55-65,Manuelni,l4,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,9000-10500
volkswagen,golf4 model,Polovan,Dizel,l4,65-75,Manuelni,l5,plava,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,9000-10500
skoda,fabia model,Polovan,Benzin,l3,0-45,Manuelni,l2,siva,five,2 x 2,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,9000-10500
volkswagen,passat model,Polovan,Dizel,l4,95-105,Manuelni,l4,plava,five,2 x 2,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,9000-10500
seat,ibiza model,Polovan,Benzin,l2,45-55,Manuelni,l3,bijela,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
volkswagen,golf5 model,Polovan,Dizel,l5,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
opel,corsa model,Polovan,Dizel,l3,55-65,Manuelni,l4,siva,three,2 x 2,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,9000-10500
fiat,ulysse model,Polovan,Dizel,l4,95-105,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,10500-12000
renault,laguna model,Polovan,Dizel,l4,95-105,Manuelni,l5,crna,five,2 x 2,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,10500-12000
mercedes-benz,clk model,Polovan,Dizel,l5,125-145,Manuelni,l4,srebrena,three,2 x 2,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,10500-12000
citroen,c5 model,Polovan,Benzin,l4,95-105,Manuelni,l3,siva,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,10500-12000
citroen,c4picasso model,Polovan,Dizel,l4,75-85,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,10500-12000
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,10500-12000
volkswagen,caddy model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,10500-12000
renault,clio model,Polovan,Dizel,l3,45-55,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,10500-12000
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,10500-12000
renault,clio model,Polovan,Dizel,l3,55-65,Manuelni,l3,srebrena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,10500-12000
volvo,s40 model,Polovan,Dizel,l5,95-105,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,10500-12000
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,10500-12000
mercedes-benz,c model,Polovan,Dizel,l6,125-145,Automatik,l5,siva,five,2 x 2,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,10500-12000
audi,a3 model,Polovan,Dizel,l4,95-105,Manuelni,l4,siva,three,2 x 2,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,10500-12000
volkswagen,passat model,Polovan,Dizel,l4,95-105,Manuelni,l5,plava,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,10500-12000
renault,clio model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,10500-12000
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,10500-12000
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l3,bijela,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,no,no,10500-12000
renault,clio model,Polovan,Dizel,l3,65-75,Manuelni,l4,bijela,five,2 x 2,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,10500-12000
fiat,punto model,Polovan,Dizel,l2,55-65,Manuelni,l4,crna,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,10500-12000
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l4,crvena,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,10500-12000
volkswagen,caddy model,Polovan,Dizel,l5,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,10500-12000
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,10500-12000
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,10500-12000
renault,clio model,Polovan,Benzin,l3,65-75,Manuelni,l2,siva,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,10500-12000
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,10500-12000
ford,fiesta model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,10500-12000
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,10500-12000
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,10500-12000
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,10500-12000
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,srebrena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,10500-12000
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,10500-12000
citroen,c4 model,Polovan,Dizel,l3,75-85,Manuelni,l4,bijela,five,2 x 2,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,10500-12000
volkswagen,touran model,Polovan,Dizel,l4,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,10500-12000
ford,fiesta model,Polovan,Dizel,l3,65-75,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,10500-12000
seat,ibiza model,Polovan,Dizel,l3,55-65,Manuelni,l3,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,10500-12000
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,10500-12000
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes,10500-12000
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,10500-12000
citroen,c3picasso model,Polovan,Dizel,l2,65-75,Manuelni,l4,crna,five,2 x 2,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,10500-12000
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,10500-12000
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,10500-12000
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l4,bijela,five,2 x 2,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,10500-12000
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,10500-12000
renault,laguna model,Polovan,Dizel,l3,75-85,Manuelni,l4,bijela,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,10500-12000
volkswagen,golf2 model,Polovan,Dizel,l7,0-45,Manuelni,l5,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NaN
volkswagen,tiguan model,Polovan,Dizel,l7,0-45,Manuelni,l5,crna,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NaN
volkswagen,tiguan model,Polovan,Dizel,l7,45-55,Manuelni,l5,crna,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NaN
volkswagen,tiguan model,Polovan,Dizel,l7,45-55,Manuelni,l5,crna,three,2 x 2,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,NaN
skoda,fabia model,Polovan,Benzin,l6,45-55,Automatik,l4,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,NaN
skoda,fabia model,Polovan,Benzin,l6,45-55,Manuelni,l4,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,NaN
skoda,fabia model,Polovan,Benzin,l6,45-55,Manuelni,l4,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l5,65-75,Manuelni,l4,siva,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,NaN
volkswagen,golf4 model,Polovan,Dizel,l5,65-75,Manuelni,l5,siva,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,NaN
ford,escort model,Polovan,Dizel,l7,0-45,Manuelni,l5,braon,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NaN
ford,escort model,Polovan,Dizel,l7,0-45,Manuelni,l5,braon,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NaN
ford,escort model,Polovan,Dizel,l7,0-45,Manuelni,l5,braon,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NaN
ford,escort model,Polovan,Dizel,l7,0-45,Manuelni,l5,braon,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NaN
volkswagen,polo model,Polovan,Dizel,l5,55-65,Manuelni,l5,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,NaN
mercedes-benz,c model,Polovan,Dizel,l6,105-125,Manuelni,l5,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,NaN
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l3,crna,three,2 x 2,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l4,crna,three,2 x 2,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l4,crna,three,2 x 2,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l4,crna,three,2 x 2,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l4,crna,three,2 x 2,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l4,crna,three,2 x 2,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l4,crna,three,2 x 2,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l4,crna,three,2 x 2,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l4,crna,three,2 x 2,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NaN
volkswagen,golf4 model,Polovan,Dizel,l4,65-75,Manuelni,l4,crna,three,2 x 2,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,NaN
volkswagen,polo model,Polovan,Benzin,l5,0-45,Manuelni,l4,crna,five,2 x 2,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,NaN
renault,clio model,Polovan,Dizel,l4,45-55,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,NaN
renault,clio model,Polovan,Dizel,l4,45-55,Manuelni,l3,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,NaN
renault,clio model,Polovan,Dizel,l4,45-55,Manuelni,l1,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,NaN
renault,clio model,Polovan,Dizel,l4,45-55,Manuelni,l1,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,NaN
renault,clio model,Polovan,Dizel,l6,45-55,Manuelni,l1,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,NaN
mercedes-benz,e model,Polovan,Dizel,l6,125-145,Automatik,l5,srebrena,five,2 x 2,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,NaN
mercedes-benz,e model,Polovan,Dizel,l5,125-145,Automatik,l5,srebrena,five,2 x 2,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,NaN
