brand,model,car_condition,fuel,age,kiowatt,transmission,miles,color,doors,pogon,leather,navigation,alarm,alu_rims,digital_climate,manual_climate,parking_sensors,xenon,remote_unlock,el_r_mirror,seat_heat,panorama_roof,tempomat,abs,esp,asr,price
citroen,c4 model,Polovan,Dizel,l2,65-75,Manuelni,l4,antracit,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
mercedes-benz,clk model,Polovan,Benzin,l6,145-165,Automatik,l4,siva,three,2 x 2,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,15000-18000
citroen,c5 model,Polovan,Dizel,l4,95-105,Manuelni,l4,plava,five,2 x 2,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,15000-18000
opel,astra model,Polovan,Dizel,l2,75-85,Manuelni,l4,srebrena,five,2 x 2,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
renault,clio model,Polovan,Dizel,l2,65-75,Manuelni,l1,bijela,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,15000-18000
renault,laguna model,Polovan,Dizel,l3,95-105,Manuelni,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,laguna model,Polovan,Dizel,l3,95-105,Manuelni,l4,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l3,siva,five,2 x 2,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,15000-18000
citroen,c5 model,Polovan,Dizel,l2,75-85,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
renault,megane model,Polovan,Dizel,l2,75-85,Manuelni,l4,siva,five,2 x 2,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l3,crna,five,2 x 2,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
renault,laguna model,Polovan,Dizel,l2,75-85,Manuelni,l3,siva,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
citroen,c4picasso model,Polovan,Dizel,l2,75-85,Manuelni,l4,braon,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Manuelni,l3,srebrena,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c5 model,Polovan,Dizel,l3,75-85,Manuelni,l4,crna,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
ford,focus model,Polovan,Dizel,l2,65-75,Manuelni,l2,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,15000-18000
ford,focus model,Polovan,Dizel,l2,85-95,Manuelni,l4,antracit,five,2 x 2,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,15000-18000
renault,grandscenic model,Polovan,Dizel,l2,75-85,Manuelni,l4,crna,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
bmw,serija5 model,Polovan,Dizel,l5,145-165,Automatik,l3,plava,five,2 x 2,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,scenic model,Polovan,Dizel,l2,75-85,Automatik,l3,srebrena,five,2 x 2,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
citroen,c4 model,Polovan,Dizel,l2,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
citroen,c4picasso model,Polovan,Dizel,l2,75-85,Automatik,l3,siva,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4picasso model,Polovan,Dizel,l2,75-85,Automatik,l4,antracit,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,laguna model,Polovan,Dizel,l2,75-85,Manuelni,l4,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,grandscenic model,Polovan,Dizel,l3,75-85,Manuelni,l3,srebrena,five,2 x 2,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l4,bijela,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,15000-18000
citroen,c4 model,Polovan,Dizel,l2,65-75,Manuelni,l3,antracit,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4picasso model,Polovan,Dizel,l2,75-85,Automatik,l3,crna,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
bmw,serija5 model,Polovan,Dizel,l5,145-165,Automatik,l5,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
citroen,c4picasso model,Polovan,Dizel,l3,75-85,Automatik,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,15000-18000
opel,astra model,Polovan,Dizel,l2,75-85,Manuelni,l2,antracit,five,2 x 2,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
opel,insignia model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
renault,grandscenic model,Polovan,Dizel,l3,95-105,Manuelni,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,65-75,Manuelni,l2,crna,five,2 x 2,no,yes,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,15000-18000
citroen,ccrosser model,Polovan,Dizel,l4,105-125,Manuelni,l4,siva,five,4 x 4,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,no,15000-18000
citroen,c5 model,Polovan,Dizel,l4,95-105,Manuelni,l3,srebrena,five,2 x 2,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
renault,clio model,Polovan,Dizel,l1,55-65,Manuelni,l3,bijela,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
mercedes-benz,b model,Polovan,Dizel,l3,75-85,Manuelni,l4,crna,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,15000-18000
ford,focus model,Polovan,Dizel,l2,65-75,Manuelni,l4,crna,five,2 x 2,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c3 model,Polovan,Dizel,l2,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l3,siva,five,2 x 2,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
citroen,c5 model,Polovan,Dizel,l3,75-85,Automatik,l4,srebrena,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l3,braon,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,65-75,Manuelni,l3,antracit,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l3,srebrena,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l3,braon,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l3,srebrena,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,65-75,Manuelni,l4,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
bmw,bmw-z model,Polovan,Benzin,l5,125-145,Manuelni,l2,siva,three,2 x 2,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,15000-18000
volkswagen,touareg model,Polovan,Dizel,l4,125-145,Manuelni,l5,crna,five,4 x 4,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,15000-18000
volkswagen,up model,Polovan,Benzin,l2,0-45,Manuelni,l1,bijela,three,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,15000-18000
citroen,c4 model,Polovan,Dizel,l2,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
audi,a6 model,Polovan,Dizel,l4,125-145,Automatik,l4,siva,five,4 x 4,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,15000-18000
ford,focus-c-max model,Polovan,Dizel,l3,85-95,Manuelni,l4,siva,five,2 x 2,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,grandscenic model,Polovan,Dizel,l2,75-85,Manuelni,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
ford,focus model,Polovan,Dizel,l2,85-95,Automatik,l3,srebrena,five,2 x 2,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
ford,focus model,Polovan,Dizel,l2,65-75,Manuelni,l2,crna,five,2 x 2,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,15000-18000
ford,focus model,Polovan,Dizel,l2,85-95,Automatik,l4,srebrena,five,2 x 2,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
skoda,fabia model,Nov,Benzin,l1,0-45,Manuelni,l1,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
volkswagen,golf6 model,Polovan,Dizel,l3,75-85,Manuelni,l3,crna,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,15000-18000
skoda,fabia model,Nov,Benzin,l1,0-45,Manuelni,l1,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
volkswagen,up model,Nov,Benzin,l1,0-45,Manuelni,l1,crvena,three,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
skoda,octavia model,Polovan,Benzin,l3,55-65,Manuelni,l2,crna,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,15000-18000
citroen,c4picasso model,Polovan,Dizel,l3,75-85,Automatik,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,laguna model,Polovan,Dizel,l2,75-85,Manuelni,l4,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,scenic model,Polovan,Dizel,l2,75-85,Automatik,l3,crna,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
opel,astra model,Polovan,Dizel,l3,105-125,Automatik,l3,crna,five,2 x 2,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l2,srebrena,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l3,crna,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
skoda,fabia model,Nov,Benzin,l1,0-45,Manuelni,l1,crvena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
volkswagen,golf6 model,Polovan,Dizel,l2,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
mercedes-benz,ml model,Polovan,Dizel,l5,105-125,Manuelni,l5,plava,five,4 x 4,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,15000-18000
renault,fluence model,Polovan,Dizel,l3,55-65,Manuelni,l2,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,15000-18000
opel,astra model,Polovan,Dizel,l2,75-85,Manuelni,l3,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,15000-18000
audi,a6 model,Polovan,Benzin,l4,165-...,Automatik,l4,crna,five,4 x 4,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,15000-18000
renault,scenic model,Polovan,Dizel,l2,75-85,Automatik,l3,crna,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
ford,mondeo model,Polovan,Dizel,l3,85-95,Manuelni,l3,siva,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
opel,insignia model,Polovan,Dizel,l3,105-125,Manuelni,l3,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
skoda,octavia model,Polovan,Dizel,l3,75-85,Manuelni,l3,plava,five,2 x 2,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
renault,laguna model,Polovan,Dizel,l2,75-85,Manuelni,l3,crna,five,2 x 2,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,18000-21000
skoda,rapid model,Polovan,Dizel,l2,75-85,Manuelni,l2,bijela,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l3,125-145,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
opel,astra model,Polovan,Dizel,l2,75-85,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
opel,insignia model,Polovan,Dizel,l3,105-125,Manuelni,l4,siva,five,2 x 2,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,18000-21000
volvo,xc90 model,Polovan,Dizel,l5,105-125,Automatik,l4,siva,five,4 x 4,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l2,75-85,Manuelni,l3,bijela,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
citroen,c5 model,Polovan,Dizel,l3,75-85,Manuelni,l2,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
citroen,c5 model,Polovan,Dizel,l3,105-125,Manuelni,l4,antracit,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
opel,astra model,Polovan,Dizel,l3,105-125,Manuelni,l4,crna,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
citroen,c4picasso model,Polovan,Dizel,l2,75-85,Automatik,l3,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
renault,scenic model,Polovan,Dizel,l2,75-85,Automatik,l3,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
renault,grandscenic model,Polovan,Dizel,l2,75-85,Manuelni,l3,plava,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
volkswagen,caddy model,Polovan,Dizel,l3,75-85,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
skoda,octavia model,Polovan,Dizel,l3,75-85,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
skoda,octavia model,Polovan,Dizel,l3,75-85,Manuelni,l3,crna,five,2 x 2,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,18000-21000
volvo,s40 model,Polovan,Dizel,l2,75-85,Manuelni,l3,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
citroen,c4picasso model,Polovan,Dizel,l2,75-85,Automatik,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,18000-21000
citroen,c5 model,Polovan,Dizel,l3,75-85,Manuelni,l3,siva,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
citroen,c5 model,Polovan,Dizel,l2,95-105,Manuelni,l4,crna,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
volkswagen,passat model,Polovan,Dizel,l2,95-105,Manuelni,l4,plava,five,2 x 2,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,18000-21000
audi,a6 model,Polovan,Dizel,l5,165-...,Automatik,l5,crna,five,4 x 4,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,18000-21000
skoda,fabia model,Nov,Benzin,l1,65-75,Manuelni,l1,crvena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
volvo,s40 model,Polovan,Dizel,l4,95-105,Manuelni,l3,siva,five,2 x 2,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,18000-21000
mercedes-benz,ml model,Polovan,Dizel,l5,165-...,Automatik,l4,crna,five,4 x 4,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,18000-21000
audi,a3 model,Polovan,Dizel,l3,75-85,Manuelni,l3,crna,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
renault,grandscenic model,Polovan,Dizel,l2,75-85,Manuelni,l4,srebrena,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,18000-21000
mercedes-benz,b model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,five,2 x 2,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,18000-21000
ford,mondeo model,Polovan,Dizel,l2,85-95,Manuelni,l4,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l2,75-85,Manuelni,l4,bijela,five,2 x 2,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
opel,insignia model,Polovan,Dizel,l2,95-105,Manuelni,l3,plava,five,2 x 2,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
volvo,s40 model,Polovan,Dizel,l2,75-85,Manuelni,l3,antracit,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
mercedes-benz,c model,Polovan,Dizel,l4,125-145,Manuelni,l4,plava,five,2 x 2,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,18000-21000
mercedes-benz,c model,Polovan,Dizel,l4,105-125,Automatik,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
mercedes-benz,b model,Polovan,Dizel,l3,95-105,Manuelni,l4,crna,five,2 x 2,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,18000-21000
volkswagen,passat model,Polovan,Dizel,l2,75-85,Manuelni,l4,crna,five,2 x 2,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
volkswagen,passat model,Polovan,Dizel,l2,95-105,Manuelni,l5,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
citroen,c4picasso model,Polovan,Dizel,l3,105-125,Automatik,l3,crvena,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,18000-21000
citroen,c4picasso model,Polovan,Dizel,l2,75-85,Manuelni,l4,siva,five,2 x 2,no,yes,no,no,no,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,18000-21000
renault,grandscenic model,Polovan,Dizel,l2,95-105,Manuelni,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,18000-21000
renault,master model,Polovan,Dizel,l3,85-95,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,18000-21000
renault,clio model,Polovan,Benzin,l2,65-75,Manuelni,l1,crvena,five,2 x 2,no,yes,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l3,75-85,Manuelni,l4,srebrena,five,2 x 2,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
skoda,octavia model,Polovan,Dizel,l3,75-85,Manuelni,l3,crna,five,2 x 2,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
citroen,c4 model,Polovan,Dizel,l2,75-85,Automatik,l4,crvena,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,18000-21000
citroen,c4picasso model,Polovan,Dizel,l3,75-85,Automatik,l4,siva,five,2 x 2,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,yes,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l2,75-85,Manuelni,l3,crna,five,2 x 2,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
skoda,rapid model,Polovan,Dizel,l2,75-85,Manuelni,l2,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
volkswagen,touareg model,Polovan,Dizel,l5,125-145,Manuelni,l5,crna,five,4 x 4,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,18000-21000
volkswagen,polo model,Nov,Benzin,l1,55-65,Manuelni,l1,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
citroen,c5 model,Polovan,Dizel,l3,75-85,Automatik,l4,siva,five,2 x 2,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
volkswagen,golf7 model,Polovan,Dizel,l2,75-85,Manuelni,l4,crna,five,2 x 2,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
seat,leon model,Polovan,Dizel,l2,75-85,Manuelni,l4,braon,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
volkswagen,passat model,Polovan,Dizel,l3,95-105,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18000-21000
volvo,s40 model,Polovan,Dizel,l2,75-85,Manuelni,l4,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,18000-21000
citroen,c5 model,Polovan,Dizel,l2,105-125,Manuelni,l3,siva,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
citroen,c4picasso model,Polovan,Dizel,l2,85-95,Manuelni,l3,siva,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
renault,grandscenic model,Polovan,Dizel,l2,95-105,Manuelni,l4,bijela,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l3,75-85,Automatik,l3,siva,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
volkswagen,passat model,Polovan,Dizel,l3,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,18000-21000
opel,insignia model,Polovan,Dizel,l2,95-105,Manuelni,l3,crna,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
volkswagen,touareg model,Polovan,Dizel,l4,125-145,Manuelni,l4,antracit,five,4 x 4,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,18000-21000
opel,insignia model,Polovan,Dizel,l3,105-125,Manuelni,l1,siva,five,2 x 2,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l2,75-85,Manuelni,l2,siva,five,2 x 2,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
citroen,c5 model,Polovan,Dizel,l3,75-85,Automatik,l3,crna,five,2 x 2,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
mercedes-benz,b model,Polovan,Dizel,l3,95-105,Manuelni,l3,plava,five,2 x 2,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l3,95-105,Automatik,l4,crna,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,18000-21000
skoda,fabia model,Nov,Benzin,l1,55-65,Manuelni,l1,siva,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,18000-21000
volkswagen,golf6 model,Polovan,Dizel,l3,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,18000-21000
