brand,model,car_condition,fuel,age,kiowatt,transmission,miles,color,doors,pogon,leather,navigation,alarm,alu_rims,digital_climate,manual_climate,parking_sensors,xenon,remote_unlock,el_r_mirror,seat_heat,panorama_roof,tempomat,abs,esp,asr,price
renault,clio model,Polovan,Dizel,l3,65-75,Manuelni,l4,srebrena,three,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
kia,ceed model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,three,2 x 2,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,Cheap
mercedes-benz,c model,Polovan,Dizel,l6,85-95,Manuelni,l4,siva,five,2 x 2,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,Cheap
opel,zafira model,Polovan,Dizel,l4,75-85,Manuelni,l5,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,Cheap
audi,a3 model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,three,2 x 2,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,Cheap
volkswagen,polo model,Polovan,Dizel,l4,55-65,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
renault,clio model,Polovan,Dizel,l3,55-65,Manuelni,l4,bijela,three,2 x 2,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,Cheap
volkswagen,passat model,Polovan,Dizel,l5,65-75,Manuelni,l4,crna,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,Cheap
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,no,no,Cheap
renault,clio model,Polovan,Dizel,l3,65-75,Manuelni,l3,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,Cheap
volkswagen,touran model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
renault,clio model,Polovan,Dizel,l3,55-65,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,Cheap
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l5,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
ford,focus-c-max model,Polovan,Dizel,l3,75-85,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Cheap
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l3,bijela,three,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
volkswagen,passat model,Polovan,Dizel,l4,65-75,Manuelni,l5,siva,five,2 x 2,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,Cheap
renault,clio model,Polovan,Dizel,l3,65-75,Manuelni,l3,srebrena,three,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,Cheap
volkswagen,golf5 model,Polovan,Dizel,l5,75-85,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
ford,galaxi model,Polovan,Dizel,l5,85-95,Manuelni,l5,siva,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,Cheap
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
skoda,fabia model,Polovan,Dizel,l3,55-65,Manuelni,l4,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,Cheap
volkswagen,golf4 model,Polovan,Dizel,l4,65-75,Manuelni,l5,plava,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,Cheap
skoda,fabia model,Polovan,Benzin,l3,0-45,Manuelni,l2,siva,five,2 x 2,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,Cheap
volkswagen,passat model,Polovan,Dizel,l4,95-105,Manuelni,l4,plava,five,2 x 2,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,Cheap
seat,ibiza model,Polovan,Benzin,l2,45-55,Manuelni,l3,bijela,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
volkswagen,golf5 model,Polovan,Dizel,l5,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
opel,corsa model,Polovan,Dizel,l3,55-65,Manuelni,l4,siva,three,2 x 2,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
fiat,ulysse model,Polovan,Dizel,l4,95-105,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,Cheap
renault,laguna model,Polovan,Dizel,l4,95-105,Manuelni,l5,crna,five,2 x 2,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,Cheap
mercedes-benz,clk model,Polovan,Dizel,l5,125-145,Manuelni,l4,srebrena,three,2 x 2,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,Cheap
citroen,c5 model,Polovan,Benzin,l4,95-105,Manuelni,l3,siva,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,Cheap
citroen,c4picasso model,Polovan,Dizel,l4,75-85,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,Cheap
volkswagen,caddy model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
renault,clio model,Polovan,Dizel,l3,45-55,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,Cheap
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Cheap
renault,clio model,Polovan,Dizel,l3,55-65,Manuelni,l3,srebrena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,Cheap
volvo,s40 model,Polovan,Dizel,l5,95-105,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Cheap
mercedes-benz,c model,Polovan,Dizel,l6,125-145,Automatik,l5,siva,five,2 x 2,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,Cheap
audi,a3 model,Polovan,Dizel,l4,95-105,Manuelni,l4,siva,three,2 x 2,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,Cheap
volkswagen,passat model,Polovan,Dizel,l4,95-105,Manuelni,l5,plava,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,Cheap
renault,clio model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l3,bijela,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,no,no,Cheap
renault,clio model,Polovan,Dizel,l3,65-75,Manuelni,l4,bijela,five,2 x 2,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,Cheap
fiat,punto model,Polovan,Dizel,l2,55-65,Manuelni,l4,crna,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,Cheap
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l4,crvena,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
volkswagen,caddy model,Polovan,Dizel,l5,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,Cheap
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Cheap
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
renault,clio model,Polovan,Benzin,l3,65-75,Manuelni,l2,siva,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,Cheap
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Cheap
ford,fiesta model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,Cheap
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,Cheap
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l3,srebrena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
citroen,c3 model,Polovan,Dizel,l3,45-55,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Cheap
citroen,c4 model,Polovan,Dizel,l3,75-85,Manuelni,l4,bijela,five,2 x 2,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,Cheap
volkswagen,touran model,Polovan,Dizel,l4,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
ford,fiesta model,Polovan,Dizel,l3,65-75,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,Cheap
seat,ibiza model,Polovan,Dizel,l3,55-65,Manuelni,l3,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Cheap
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Cheap
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes,Cheap
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
citroen,c3picasso model,Polovan,Dizel,l2,65-75,Manuelni,l4,crna,five,2 x 2,no,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,Cheap
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
renault,megane model,Polovan,Dizel,l3,55-65,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l4,bijela,five,2 x 2,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,Cheap
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Cheap
renault,laguna model,Polovan,Dizel,l3,75-85,Manuelni,l4,bijela,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,Cheap
citroen,c5 model,Polovan,Dizel,l3,105-125,Automatik,l1,crna,five,2 x 2,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,Moderate
audi,tt model,Polovan,Benzin,l5,105-125,Manuelni,l5,siva,three,2 x 2,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,Moderate
audi,a3 model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,three,2 x 2,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,Moderate
mercedes-benz,c model,Polovan,Benzin,l4,85-95,Manuelni,l2,crna,three,2 x 2,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,Moderate
audi,a3 model,Polovan,Dizel,l4,95-105,Manuelni,l4,crna,three,4 x 4,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
audi,a4 model,Polovan,Dizel,l4,85-95,Manuelni,l4,siva,five,2 x 2,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,Moderate
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
ford,fiesta model,Polovan,Dizel,l2,65-75,Manuelni,l3,plava,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,Moderate
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l3,bijela,three,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l4,bijela,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l2,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
volkswagen,passat model,Polovan,Dizel,l4,95-105,Manuelni,l5,siva,five,2 x 2,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,Moderate
seat,leon model,Polovan,Dizel,l4,75-85,Manuelni,l4,crna,five,2 x 2,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,Moderate
citroen,c3 model,Polovan,Dizel,l3,65-75,Manuelni,l2,crna,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,Moderate
ford,fiesta model,Polovan,Dizel,l2,65-75,Manuelni,l3,srebrena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,Moderate
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
volkswagen,passat model,Polovan,Dizel,l4,75-85,Manuelni,l5,siva,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,Moderate
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l5,crna,five,2 x 2,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,Moderate
audi,a4 model,Polovan,Dizel,l4,95-105,Manuelni,l4,crvena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
citroen,c5 model,Polovan,Dizel,l4,95-105,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,Moderate
volkswagen,golf5 model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
opel,corsa model,Polovan,Dizel,l3,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l4,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,Moderate
renault,scenic model,Polovan,Dizel,l2,75-85,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Moderate
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l2,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,75-85,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
ford,focus model,Polovan,Dizel,l3,65-75,Manuelni,l3,plava,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,Moderate
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l4,bijela,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
mercedes-benz,c model,Polovan,Dizel,l4,85-95,Automatik,l4,crna,five,2 x 2,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,Moderate
opel,corsa model,Polovan,Dizel,l2,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,clio model,Polovan,Dizel,l2,65-75,Manuelni,l4,bijela,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
ford,focus-c-max model,Polovan,Dizel,l2,75-85,Automatik,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
opel,corsa model,Polovan,Dizel,l2,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Moderate
citroen,c5 model,Polovan,Dizel,l4,75-85,Manuelni,l4,crna,five,2 x 2,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
volkswagen,passat model,Polovan,Dizel,l4,95-105,Automatik,l5,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
renault,megane model,Polovan,Benzin,l3,75-85,Manuelni,l1,bijela,five,2 x 2,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,Moderate
ford,focus model,Polovan,Dizel,l3,75-85,Manuelni,l3,crna,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,Moderate
volkswagen,passat model,Polovan,Dizel,l3,75-85,Manuelni,l1,srebrena,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,Moderate
citroen,c3picasso model,Polovan,Dizel,l3,65-75,Manuelni,l4,srebrena,five,2 x 2,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,Moderate
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l3,bijela,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
mercedes-benz,c model,Polovan,Dizel,l4,105-125,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,crna,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l2,bijela,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
opel,corsa model,Polovan,Dizel,l2,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
opel,corsa model,Polovan,Dizel,l2,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,Moderate
renault,megane model,Polovan,Dizel,l2,95-105,Manuelni,l3,crna,five,2 x 2,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,Moderate
citroen,c4 model,Polovan,Benzin,l3,65-75,Manuelni,l2,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Moderate
volkswagen,passat model,Polovan,Dizel,l4,75-85,Manuelni,l5,siva,five,2 x 2,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,Moderate
volkswagen,polo model,Polovan,Dizel,l2,65-75,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,Moderate
kia,carnival model,Polovan,Dizel,l4,125-145,Automatik,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,75-85,Manuelni,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l4,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
citroen,c3picasso model,Polovan,Dizel,l3,65-75,Manuelni,l4,srebrena,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,scenic model,Polovan,Dizel,l3,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l4,bijela,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l3,75-85,Manuelni,l3,bijela,five,2 x 2,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,crna,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l3,bijela,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l3,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,Moderate
ford,fiesta model,Polovan,Dizel,l3,65-75,Manuelni,l3,siva,five,2 x 2,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l4,srebrena,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,Moderate
citroen,xsarapicasso model,Polovan,Dizel,l3,65-75,Manuelni,l2,crvena,five,2 x 2,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,Moderate
audi,a4 model,Polovan,Dizel,l4,85-95,Manuelni,l1,srebrena,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,Moderate
audi,a4 model,Polovan,Dizel,l4,85-95,Manuelni,l5,srebrena,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,Moderate
volkswagen,polo model,Polovan,Dizel,l3,75-85,Manuelni,l3,crvena,five,2 x 2,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,Moderate
